page_type,input_count,button_count,link_count,form_count,image_count,heading_count,list_count,table_count,password_fields,email_inputs,checkbox_count,radio_count,search_box_present,navbar_present,footer_present,sidebar_present,modal_present,aria_labels_count,aria_buttons_count,aria_roles_count,login_keyword_count,register_keyword_count,search_keyword_count,cart_keyword_count,checkout_keyword_count,payment_keyword_count,profile_keyword_count,add_to_cart_keyword_count,avg_form_size,max_form_size,submit_button_count,title_length,visible_text_length
UNKNOWN,7,6,14,2,8,5,2,0,0,0,0,0,0,0,1,0,1,6,3,1,0,0,1,0,0,0,0,0,4.0,5,1,29,739
UNKNOWN,12,1,20,2,11,3,1,0,0,0,3,0,0,1,1,1,1,3,3,3,0,0,1,0,0,0,0,0,8.0,13,1,30,463
SETTINGS,9,6,12,4,10,3,2,1,0,0,6,10,0,1,1,1,0,7,6,4,1,0,0,0,0,0,1,0,6.5,11,1,54,419
PAYMENT,10,2,29,1,16,6,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,2,0,1,9,0,1,11.0,17,0,52,217
UNKNOWN,13,5,21,4,11,3,2,1,0,0,1,1,1,1,1,1,0,2,1,0,0,0,3,0,0,1,0,0,3.75,4,0,21,622
PRODUCT,1,7,18,2,10,10,2,1,0,0,1,0,1,1,1,0,0,2,1,3,0,0,2,0,0,0,0,4,1.0,1,0,34,1115
CHECKOUT,10,2,18,3,12,2,2,0,0,0,1,2,0,0,0,0,0,3,1,4,0,0,0,0,3,0,0,0,4.33,4,0,39,195
PAYMENT,7,4,21,2,8,1,4,0,0,0,0,1,0,0,0,0,0,7,1,1,0,0,1,0,0,11,0,0,4.0,4,0,35,181
ERROR,0,0,3,0,2,8,2,0,0,0,2,0,1,0,1,0,0,8,1,2,1,0,1,0,0,0,0,0,0.0,0,0,11,76
PRODUCT,2,7,21,2,14,5,0,0,0,0,0,2,1,1,1,0,0,3,3,2,0,0,0,0,0,0,0,3,2.0,2,0,55,878
REGISTER,9,1,8,1,8,6,3,0,1,1,2,0,0,1,1,0,0,3,2,4,0,5,1,1,1,0,0,0,12.0,15,1,25,177
ERROR,2,1,3,1,1,4,3,0,0,0,0,0,0,1,1,1,0,5,3,3,1,0,1,0,0,0,0,0,3.0,3,1,22,56
CHECKOUT,16,2,28,2,9,3,0,0,0,0,0,3,0,0,1,0,0,4,2,4,0,0,1,0,2,0,0,0,11.0,15,3,34,47
REGISTER,7,4,7,1,13,4,3,0,2,1,3,0,1,1,1,0,0,4,4,2,1,8,0,0,0,0,0,0,11.0,18,1,18,143
LOGIN,2,2,5,1,7,4,2,0,2,0,2,0,0,1,1,0,0,6,4,5,3,0,0,0,1,0,0,0,5.0,6,1,34,245
CHECKOUT,17,2,17,2,10,3,2,0,0,0,0,2,1,0,0,0,0,3,2,5,1,0,0,0,9,0,0,0,9.5,11,0,63,199
CART,5,7,11,5,9,9,3,3,0,0,0,0,1,1,1,1,0,5,2,2,0,1,1,8,4,0,1,0,1.2,1,1,22,363
HOME,7,5,87,1,26,15,3,1,0,0,0,1,1,1,0,1,0,4,0,2,2,0,5,0,0,0,0,0,9.0,11,1,42,871
PROFILE,6,6,23,1,3,2,0,0,0,0,0,0,1,1,1,1,0,4,2,1,1,0,2,1,1,0,7,0,7.0,8,1,29,10
PROFILE,4,6,28,3,1,5,5,0,0,0,0,1,0,1,1,0,0,4,2,2,0,0,1,0,0,0,4,0,1.67,2,0,30,178
LOGIN,2,1,6,1,10,4,2,0,1,0,1,1,0,1,1,0,0,2,0,2,5,0,0,2,0,0,0,0,5.0,8,1,27,71
SEARCH,2,4,58,1,18,4,7,1,0,0,1,1,1,1,1,0,0,6,1,2,0,0,5,0,0,1,0,0,4.0,4,0,38,910
REGISTER,7,3,3,1,7,4,5,0,3,1,1,0,1,1,1,1,0,6,2,2,0,6,1,0,0,0,0,0,9.0,9,1,28,132
PROFILE,4,5,17,1,4,6,0,0,0,0,1,0,1,1,1,0,0,6,3,5,0,0,0,0,0,0,4,0,6.0,6,1,31,420
UNKNOWN,12,3,25,3,7,6,2,0,0,0,0,0,0,0,1,0,0,10,2,4,0,0,0,0,0,0,0,0,4.0,5,0,36,538
UNKNOWN,7,6,13,1,9,3,2,1,0,0,1,0,1,1,1,1,0,5,1,4,0,0,0,0,0,0,0,0,10.0,10,2,36,468
PROFILE,10,6,25,2,3,6,4,0,0,0,0,0,1,1,0,1,0,3,3,2,0,0,1,0,0,0,6,0,5.5,7,1,32,78
SETTINGS,5,7,25,1,10,5,2,0,0,0,7,6,0,1,1,0,0,6,2,3,1,1,1,0,0,0,0,0,18.0,18,0,16,457
SETTINGS,6,8,19,3,11,3,0,1,0,0,14,5,0,1,1,0,0,4,0,3,0,0,0,0,0,0,0,0,8.33,14,0,25,352
ERROR,0,1,5,2,1,7,0,0,0,0,0,0,0,1,1,0,0,8,1,4,1,0,0,0,0,0,0,0,0.0,0,0,5,33
UNKNOWN,6,6,18,4,9,2,4,1,0,0,1,0,0,1,1,1,0,4,3,3,0,0,1,1,0,2,0,1,1.75,2,0,36,592
CART,2,5,23,2,4,6,5,1,0,0,2,0,0,1,1,1,1,6,1,4,1,0,1,9,5,0,0,0,2.5,3,1,34,215
PAYMENT,6,1,14,1,11,6,2,0,0,0,1,0,0,0,0,0,0,6,3,4,1,0,1,0,0,8,0,1,8.0,8,1,53,287
CART,3,9,25,0,11,4,4,3,0,0,0,0,1,1,1,0,0,5,3,5,0,0,0,7,3,0,0,0,0.0,0,1,52,109
CART,3,8,23,1,10,2,5,1,0,0,1,0,0,1,1,0,0,3,1,8,0,0,1,6,2,0,0,0,4.0,5,0,50,337
LOGIN,2,1,7,1,7,10,2,0,1,1,0,0,0,1,1,0,0,4,2,3,6,0,1,1,0,0,0,0,3.0,4,1,47,126
UNKNOWN,3,5,22,1,9,5,1,1,0,0,0,2,0,1,1,0,0,4,1,3,0,0,1,0,0,0,1,0,5.0,8,0,38,359
SETTINGS,7,8,21,3,13,7,2,1,0,0,12,6,0,1,1,1,0,6,2,2,0,0,0,0,0,0,1,0,8.33,13,0,50,674
SEARCH,2,3,57,1,17,1,6,0,0,0,0,0,1,1,1,0,0,1,1,2,0,0,8,2,0,0,0,0,2.0,3,0,24,250
PRODUCT,1,6,16,0,14,13,2,0,0,0,1,0,1,1,1,0,1,4,4,1,0,0,1,0,0,0,0,4,0.0,0,1,24,197
LOGIN,4,3,7,2,10,2,2,3,1,0,0,2,1,0,1,0,0,6,3,0,4,0,0,0,0,0,0,0,3.5,4,1,22,178
CHECKOUT,16,5,21,2,13,2,0,1,0,0,1,5,0,0,1,0,0,6,3,2,0,0,0,0,12,0,0,0,12.0,20,2,24,364
PAYMENT,10,0,20,2,7,8,1,2,0,0,0,0,1,0,0,0,0,4,4,4,0,0,0,1,0,9,0,1,5.5,6,1,44,184
PAYMENT,14,6,20,1,11,6,1,0,0,0,1,0,0,0,0,0,1,4,4,1,0,0,1,0,0,11,1,0,17.0,18,2,57,396
CHECKOUT,12,3,13,1,14,4,2,0,0,0,1,5,0,0,0,0,0,5,1,2,0,0,0,0,9,0,0,0,19.0,21,1,28,302
PROFILE,7,4,13,2,2,5,1,1,0,0,0,1,0,1,1,0,0,6,4,3,0,0,1,0,1,0,8,0,4.0,4,0,35,426
SEARCH,1,3,81,2,26,4,5,0,0,0,1,0,1,0,1,0,0,4,4,4,0,0,13,0,0,0,1,1,1.5,1,1,22,553
UNKNOWN,13,3,25,0,8,4,4,0,0,0,2,0,0,1,1,1,0,6,3,3,0,0,1,0,1,0,0,0,0.0,0,3,52,728
PROFILE,4,7,15,3,3,7,0,0,0,0,1,0,1,1,1,1,0,6,6,1,0,0,0,0,0,0,5,0,1.67,2,0,40,580
REGISTER,4,3,10,2,8,3,2,1,2,1,2,1,0,1,0,1,0,3,0,2,0,7,0,0,0,0,1,0,4.0,6,1,11,265
CART,3,9,25,0,8,3,3,2,0,0,1,1,0,1,1,1,0,5,3,3,0,0,0,5,3,0,0,0,0.0,0,0,38,484
CHECKOUT,12,6,16,1,7,6,1,0,0,0,0,4,0,1,0,0,0,3,4,4,0,0,1,0,7,1,0,1,17.0,21,1,18,177
REGISTER,5,3,7,2,8,3,2,0,1,1,4,0,0,1,0,0,0,5,1,2,0,9,0,0,0,0,0,0,5.0,5,1,32,182
PROFILE,7,6,23,3,3,4,2,0,0,0,1,0,1,1,1,1,0,3,5,2,0,0,0,0,0,1,7,0,3.0,4,1,26,608
SEARCH,3,2,66,4,16,8,10,1,0,0,1,0,1,1,1,0,0,4,3,3,0,1,10,0,0,0,0,1,1.0,1,0,42,942
ERROR,0,0,4,0,0,3,4,1,0,0,1,0,0,1,1,0,0,4,0,3,0,1,0,0,0,0,0,0,0.0,0,2,19,60
SETTINGS,8,9,25,3,10,5,2,0,0,0,10,4,0,1,1,0,0,9,3,3,0,0,1,0,0,0,0,0,7.33,10,0,46,511
PAYMENT,13,1,25,2,11,4,3,1,0,0,0,1,0,0,1,1,0,2,2,2,0,0,0,0,0,12,0,1,8.0,11,2,48,264
UNKNOWN,6,3,24,1,12,7,1,0,0,0,2,0,0,1,1,0,0,7,4,6,1,0,1,1,1,0,1,0,8.0,12,0,38,378
REGISTER,5,2,9,2,13,5,2,2,1,1,1,1,0,1,1,1,0,2,3,3,0,5,0,0,1,0,0,0,4.0,4,1,44,203
ERROR,0,1,6,0,1,3,0,0,0,0,2,0,0,1,1,0,0,6,1,4,0,0,0,0,0,0,0,0,0.0,0,1,15,35
PRODUCT,1,6,15,0,16,13,0,1,0,0,1,0,1,1,1,0,0,4,1,6,0,0,0,0,0,0,0,2,0.0,0,1,23,815
HOME,5,6,74,2,30,15,3,1,0,0,2,0,0,0,0,1,0,5,0,1,2,0,2,0,0,0,0,0,4.0,7,1,34,706
PROFILE,8,7,25,2,7,5,0,1,0,0,1,2,1,1,1,0,0,3,2,2,0,0,0,0,0,0,7,0,6.0,10,1,44,363
UNKNOWN,7,2,28,2,9,6,2,0,0,0,0,1,1,1,1,0,0,2,0,2,0,0,1,0,1,0,1,0,4.5,5,1,34,544
PROFILE,12,5,16,1,4,5,2,0,0,0,2,0,0,1,1,1,0,7,2,1,1,0,0,0,0,0,8,0,16.0,23,2,32,244
PROFILE,11,5,18,2,3,7,2,0,0,0,1,0,0,1,1,0,0,7,1,1,0,1,0,0,0,0,5,0,6.5,11,1,39,478
LOGIN,5,1,5,1,8,4,2,0,2,0,1,0,0,1,1,1,0,2,2,3,5,0,1,0,0,0,0,0,7.0,8,1,24,236
PRODUCT,2,8,24,1,16,12,3,1,0,0,0,0,0,1,1,0,0,4,4,2,1,0,0,0,0,1,0,5,2.0,3,0,32,1151
REGISTER,5,6,6,1,13,9,1,1,1,1,1,0,0,1,1,1,0,1,2,3,0,6,1,0,0,0,1,0,7.0,10,1,39,234
SEARCH,2,6,60,1,16,9,12,1,0,0,3,0,1,1,1,0,0,4,0,3,0,1,10,0,0,0,0,0,6.0,8,1,37,428
SETTINGS,5,7,19,3,10,3,1,1,0,0,7,8,0,0,1,0,0,11,0,3,0,0,0,0,1,1,0,0,7.33,11,2,43,275
REGISTER,5,3,7,1,12,4,1,0,2,1,1,0,0,1,1,0,1,3,5,1,0,5,1,0,0,0,0,0,7.0,11,1,33,163
SETTINGS,4,9,13,6,8,5,2,1,0,0,12,6,0,1,1,0,0,4,4,2,0,0,0,0,0,0,0,0,3.67,3,0,42,456
LOGIN,2,2,4,1,7,6,5,0,1,1,2,0,0,0,1,0,0,8,0,1,4,0,0,1,0,0,0,0,5.0,6,1,41,139
ERROR,0,1,4,0,0,4,2,0,0,0,1,0,0,1,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0.0,0,0,16,63
LOGIN,2,2,7,1,8,2,2,0,1,0,1,1,1,0,0,0,1,3,2,3,5,0,1,1,0,0,0,0,5.0,8,1,38,173
SEARCH,3,7,78,1,23,6,8,1,0,0,2,2,1,1,1,0,0,6,3,5,0,0,8,0,0,0,0,0,7.0,9,0,37,582
SEARCH,3,1,63,3,24,4,7,0,0,0,1,2,1,1,1,0,0,4,1,4,0,0,9,1,0,0,0,0,2.67,4,2,37,777
PROFILE,4,4,16,1,2,3,2,1,0,0,0,2,0,1,1,0,0,5,7,1,0,0,0,0,0,0,8,0,6.0,9,0,28,345
LOGIN,2,3,7,1,14,6,2,1,2,0,1,1,0,0,0,1,0,5,4,3,5,0,0,0,0,0,0,0,5.0,6,1,39,134
LOGIN,2,1,5,1,12,2,2,1,2,1,3,1,0,1,1,0,0,5,0,4,4,0,0,0,0,0,0,0,7.0,8,1,36,97
ERROR,2,1,3,0,1,1,0,0,0,0,0,2,0,1,1,0,0,4,1,5,0,1,0,0,1,0,0,0,0.0,0,2,12,62
PRODUCT,2,6,14,0,14,9,3,1,0,0,0,1,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,2,0.0,0,0,26,1003
REGISTER,8,1,12,2,11,6,1,0,1,1,4,1,0,0,0,1,0,5,1,2,1,8,1,0,0,0,0,1,7.0,12,1,30,268
CART,5,14,18,0,6,3,2,1,0,0,0,1,0,1,1,0,0,3,6,6,0,1,0,7,5,0,0,0,0.0,0,2,37,553
UNKNOWN,6,3,16,0,7,1,1,1,0,0,2,1,0,0,1,1,0,5,2,2,0,0,0,0,2,0,0,0,0.0,0,0,36,631
SEARCH,1,2,74,1,21,5,7,1,0,0,0,1,1,0,1,0,0,6,4,6,0,0,10,1,1,0,0,0,4.0,6,2,33,788
PROFILE,10,8,26,1,3,3,3,0,0,0,0,0,0,1,0,0,0,2,1,5,2,0,0,0,0,0,4,0,10.0,17,0,18,700
UNKNOWN,6,1,21,1,13,4,2,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,1,0,0,0,0,0,6.0,6,0,34,496
HOME,11,2,69,0,39,18,2,1,0,0,2,3,0,1,1,0,0,8,6,1,1,0,3,0,0,0,0,0,0.0,0,2,49,1059
ERROR,1,1,3,0,1,1,1,0,0,0,0,0,1,1,1,0,0,4,1,2,0,0,1,0,0,0,0,1,0.0,0,0,13,52
REGISTER,7,2,8,1,12,8,2,0,1,1,2,1,1,0,1,0,0,2,4,1,0,5,0,0,0,0,0,0,11.0,16,1,35,248
UNKNOWN,5,0,18,2,9,4,1,0,0,0,3,1,1,0,1,0,1,7,0,2,0,0,1,0,0,0,0,0,5.0,8,1,35,629
CART,1,7,31,1,8,0,5,1,0,0,0,2,0,1,0,1,0,7,0,2,0,0,0,8,1,0,0,0,6.0,6,3,31,396
SEARCH,2,4,68,2,20,4,10,1,0,0,0,0,1,1,1,0,0,6,0,4,1,0,7,0,0,1,0,0,1.0,1,0,18,718
ERROR,0,1,3,0,1,5,3,0,0,0,2,0,0,1,1,0,0,6,0,2,0,1,0,0,1,0,0,0,0.0,0,2,14,37
CART,4,8,22,1,10,6,3,0,0,0,1,0,1,1,1,0,0,1,1,2,0,0,0,11,1,0,0,0,6.0,8,1,35,122
REGISTER,5,1,6,1,8,4,5,1,1,1,1,0,0,1,1,0,0,8,0,1,1,9,1,0,0,0,1,1,7.0,9,1,47,149
HOME,4,1,74,1,37,10,2,0,0,0,1,0,1,1,1,1,0,4,2,1,3,0,1,0,0,0,0,0,9.0,11,4,19,150
LOGIN,3,4,4,1,9,8,3,0,1,1,1,1,0,0,1,0,1,8,0,1,3,1,1,0,0,0,0,0,6.0,6,1,43,178
UNKNOWN,6,2,10,1,6,3,1,1,0,0,2,0,1,1,1,0,0,5,1,5,1,1,0,1,0,0,0,0,9.0,15,1,21,693
UNKNOWN,6,5,21,3,9,2,2,1,0,0,0,2,0,1,0,0,0,8,2,1,0,0,0,0,0,0,0,0,2.67,4,0,43,493
SEARCH,3,3,63,1,21,3,5,1,0,0,2,0,1,1,1,0,0,8,3,4,1,0,6,0,0,0,0,0,6.0,9,1,32,653
LOGIN,3,2,4,2,13,1,2,0,1,0,3,0,0,0,1,0,0,9,6,1,4,0,0,0,0,0,0,0,3.5,4,1,39,110
LOGIN,5,1,7,1,10,5,2,0,1,1,3,2,0,0,1,0,0,4,2,5,7,0,0,0,0,0,0,0,11.0,12,1,32,148
HOME,9,2,55,2,31,12,0,0,0,0,0,1,1,1,1,1,1,6,1,1,0,0,1,0,0,0,0,0,5.5,7,1,47,1299
PAYMENT,6,2,15,1,19,5,3,1,0,0,0,1,1,1,1,0,0,1,2,2,0,0,1,0,0,12,0,0,7.0,10,0,24,355
PROFILE,6,8,18,1,7,2,2,0,0,0,1,1,1,1,1,0,0,2,1,4,0,0,0,0,0,0,9,0,9.0,15,1,58,637
PROFILE,5,6,20,1,4,5,2,0,0,0,1,0,0,1,1,1,0,7,0,3,0,0,1,0,0,0,5,0,7.0,12,1,32,101
PROFILE,5,4,24,1,4,9,2,0,0,0,0,1,1,1,1,1,0,6,2,4,0,0,0,0,0,0,7,0,7.0,7,1,27,531
HOME,2,4,72,0,24,15,1,0,0,0,2,0,1,1,1,1,0,4,2,6,3,0,3,0,0,0,0,0,0.0,0,0,15,763
SETTINGS,5,8,26,5,5,6,3,0,0,0,10,6,0,1,1,1,0,2,0,4,0,0,0,0,0,0,0,0,4.6,5,2,22,619
UNKNOWN,14,2,18,3,10,5,1,1,0,0,1,1,0,1,0,0,0,5,0,3,1,0,0,0,0,0,0,0,6.0,10,2,38,200
REGISTER,6,3,5,1,11,3,1,0,1,1,2,0,0,1,1,1,0,3,2,1,0,5,0,1,0,0,0,0,9.0,11,1,42,231
REGISTER,6,3,8,2,8,3,2,1,2,1,2,1,0,1,1,0,0,6,3,7,1,5,1,0,0,0,0,0,5.0,6,1,24,326
REGISTER,6,5,4,1,9,5,0,0,2,1,2,0,0,1,1,0,0,6,2,4,0,7,0,0,0,0,0,0,9.0,13,1,16,173
SEARCH,2,5,63,3,28,10,9,0,0,0,0,0,1,1,1,0,0,7,1,3,0,0,10,0,0,0,1,0,1.33,2,2,40,923
SEARCH,3,0,55,1,25,6,9,1,0,0,0,0,1,1,1,1,0,3,3,3,0,0,7,0,1,0,0,0,3.0,3,0,58,797
HOME,8,2,59,0,32,13,1,0,0,0,2,0,1,1,1,1,0,2,3,7,2,0,4,0,0,0,0,0,0.0,0,0,29,1047
ERROR,0,1,2,0,0,3,0,0,0,0,0,0,1,0,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0.0,0,0,14,44
PROFILE,9,8,16,3,7,4,4,0,0,0,1,1,0,1,1,0,0,4,3,4,0,0,0,0,0,0,6,0,3.67,6,0,33,426
PRODUCT,2,5,21,1,14,16,3,1,0,0,2,0,0,1,1,1,0,7,1,5,0,0,0,0,0,0,0,5,5.0,7,1,27,1730
PROFILE,10,6,20,3,3,9,4,1,0,0,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,3,0,5.0,6,4,39,623
CHECKOUT,13,3,15,1,10,8,2,0,0,0,1,3,0,0,0,0,0,6,1,4,0,0,0,0,4,0,0,0,17.0,26,0,48,194
PROFILE,11,5,20,2,9,4,1,0,0,0,0,0,0,1,1,0,0,3,1,7,0,0,0,1,0,0,4,0,5.5,9,0,45,471
PAYMENT,14,1,27,2,12,5,2,2,0,0,0,0,1,0,0,0,0,7,1,2,0,0,2,1,0,9,0,0,7.0,9,0,46,336
PAYMENT,10,4,22,2,12,2,1,0,0,0,1,0,0,0,0,0,0,7,4,7,0,0,0,1,0,7,0,0,5.5,9,0,28,358
PROFILE,3,6,25,5,6,5,2,0,0,0,0,3,0,1,1,0,0,2,1,2,0,0,0,0,1,0,4,0,1.6,2,2,54,350
SEARCH,1,4,66,2,13,6,5,0,0,0,1,0,1,1,1,0,0,6,0,4,0,1,7,0,0,0,0,0,1.5,1,1,32,986
REGISTER,5,5,4,1,17,4,0,0,2,1,2,0,0,1,1,0,0,8,4,2,0,9,2,0,0,0,0,0,8.0,12,1,38,225
LOGIN,3,2,5,1,8,5,3,0,1,1,0,0,0,1,1,0,0,5,0,2,6,0,1,1,0,0,0,0,4.0,5,1,24,93
PRODUCT,1,7,24,1,16,17,2,0,0,0,0,2,0,1,1,0,1,10,0,4,0,0,0,0,0,0,1,4,4.0,6,1,37,1123
CHECKOUT,16,7,27,2,8,10,5,1,0,0,0,4,0,0,1,0,0,6,1,2,0,0,0,0,6,0,0,0,11.5,16,3,51,220
SETTINGS,7,11,19,5,19,10,1,1,0,0,11,7,0,0,1,0,0,5,4,1,0,0,1,0,1,2,0,1,5.2,9,1,22,351
PAYMENT,9,2,26,1,12,4,0,1,0,0,1,0,0,0,0,0,0,4,0,3,1,0,0,0,0,6,0,0,12.0,18,2,32,206
CHECKOUT,13,4,21,3,13,5,2,0,0,0,0,2,0,0,0,0,0,4,2,3,0,0,0,0,8,0,0,0,5.67,7,2,41,418
CHECKOUT,11,1,21,1,10,5,2,2,0,0,1,4,1,0,0,0,0,4,3,6,0,0,0,0,8,0,0,0,17.0,23,1,30,314
SEARCH,1,3,60,2,18,4,14,1,0,0,1,0,1,1,1,0,0,1,1,3,0,0,6,0,0,0,0,0,1.0,1,0,23,687
SETTINGS,7,11,19,1,12,3,2,2,0,0,10,6,0,1,1,0,0,5,2,3,0,0,1,0,0,0,0,0,23.0,29,0,44,408
LOGIN,2,3,5,1,10,7,2,0,2,0,1,0,0,1,1,0,0,9,3,0,6,1,0,0,0,0,0,0,4.0,4,1,36,178
ERROR,0,1,3,0,1,7,1,1,0,0,3,0,1,1,1,1,0,8,2,1,0,0,0,0,3,0,0,0,0.0,0,1,14,69
HOME,3,3,68,1,34,17,3,0,0,0,1,3,1,1,1,1,0,5,5,1,0,0,0,1,0,1,0,0,9.0,15,2,42,885
REGISTER,6,2,7,1,7,3,2,1,3,1,1,1,1,1,0,1,0,4,1,2,0,5,0,0,0,0,0,0,9.0,11,1,33,223
CART,2,6,25,0,10,6,6,3,0,0,0,0,1,1,1,0,1,4,4,4,0,0,0,8,4,0,0,0,0.0,0,0,22,252
PAYMENT,14,7,20,1,7,7,3,0,0,0,0,0,1,0,0,0,0,8,4,2,0,0,0,1,0,6,0,0,15.0,25,1,40,268
CART,6,8,12,0,6,10,2,1,0,0,0,1,0,1,1,0,0,3,0,6,1,0,0,6,2,0,0,0,0.0,0,1,30,395
REGISTER,7,2,6,2,16,5,3,2,2,1,1,0,0,1,1,1,0,7,4,3,0,5,1,0,0,0,0,0,4.5,4,1,25,241
SETTINGS,3,9,27,5,9,6,2,1,0,0,16,8,0,1,1,0,0,6,2,4,0,0,2,0,0,0,0,0,5.4,7,0,35,427
SEARCH,2,3,74,1,21,2,10,1,0,0,1,0,1,1,1,0,0,7,3,5,0,0,8,1,0,0,0,0,6.0,8,3,25,972
SEARCH,2,4,75,1,23,2,6,0,0,0,1,1,1,1,1,1,0,2,1,3,0,0,10,0,0,0,0,0,6.0,7,2,39,684
PAYMENT,10,3,12,1,10,7,2,1,0,0,2,1,1,0,0,1,0,3,0,2,0,0,0,0,0,10,0,0,13.0,14,0,28,213
CART,4,10,22,2,8,0,5,0,0,0,0,0,0,1,1,0,0,8,0,3,0,0,0,8,4,1,0,0,2.5,2,1,28,568
REGISTER,6,2,5,1,7,4,1,1,1,1,1,1,0,1,1,1,0,7,2,2,0,5,2,0,1,0,0,0,9.0,11,1,28,192
PAYMENT,11,2,27,2,6,6,1,0,0,0,1,0,0,0,0,0,0,7,3,3,0,0,1,0,0,4,0,1,6.0,10,0,41,352
LOGIN,2,1,5,1,14,1,0,0,1,1,0,1,1,1,1,1,1,6,2,2,5,0,0,0,1,0,0,0,4.0,4,1,14,134
PAYMENT,8,4,24,3,10,2,1,1,0,0,1,2,0,1,0,0,1,6,0,2,0,0,0,1,0,14,0,0,4.0,4,1,16,232
CHECKOUT,13,4,25,2,9,6,0,1,0,0,0,2,0,0,0,0,0,4,5,5,0,0,1,1,6,0,0,1,8.0,13,1,45,206
HOME,8,4,73,1,27,17,0,0,0,0,2,0,1,1,1,0,0,7,2,1,0,0,2,0,0,0,0,0,10.0,15,0,48,832
LOGIN,3,2,9,1,7,6,0,0,1,1,0,0,1,0,1,0,0,5,1,1,5,0,1,0,0,0,0,0,4.0,7,1,39,66
HOME,4,2,74,2,37,13,2,0,0,0,1,0,0,0,0,0,0,7,4,3,1,0,2,1,0,0,1,0,3.5,6,2,41,1022
PROFILE,7,6,20,1,3,3,1,0,0,0,3,0,1,1,1,0,0,2,1,3,0,0,0,0,0,0,6,1,10.0,13,0,30,369
UNKNOWN,8,1,20,1,5,2,3,2,0,0,1,0,0,1,1,0,0,3,3,2,0,0,0,0,0,0,0,0,10.0,12,1,43,407
PROFILE,9,2,16,3,5,3,1,1,0,0,1,0,0,1,1,0,0,5,4,1,1,0,0,0,0,0,8,0,3.33,5,0,22,353
LOGIN,3,2,7,1,17,9,4,1,1,1,0,0,1,0,1,0,0,5,4,3,7,0,0,0,0,0,0,0,4.0,4,1,16,162
PAYMENT,10,3,19,1,14,3,3,1,0,0,2,1,0,0,1,0,0,3,2,1,0,0,1,0,0,8,0,0,15.0,15,2,48,367
REGISTER,7,3,5,1,9,6,1,0,1,1,3,2,0,1,1,0,0,4,2,2,0,5,1,0,0,0,0,0,13.0,14,1,41,152
CART,3,6,28,0,9,4,2,2,0,0,3,0,0,1,1,0,0,4,1,1,0,0,0,8,3,0,0,0,0.0,0,2,37,307
CART,2,8,28,1,6,4,6,1,0,0,1,1,1,1,1,0,0,10,1,1,2,0,0,6,1,0,1,0,6.0,8,2,44,160
LOGIN,2,1,5,1,13,6,2,1,2,0,0,3,0,1,1,0,0,5,0,2,4,0,0,0,0,0,0,0,6.0,6,1,49,138
PROFILE,9,6,21,1,3,2,3,1,0,0,4,1,0,1,1,0,0,8,2,2,0,0,0,0,0,0,4,0,15.0,17,1,51,354
PRODUCT,3,7,22,1,18,14,2,0,0,0,0,2,1,1,0,1,0,7,1,2,1,0,1,0,0,0,0,6,8.0,9,3,20,808
UNKNOWN,12,3,12,1,10,3,3,0,0,0,0,1,1,1,0,0,1,3,2,3,0,0,1,0,0,0,0,0,14.0,20,1,52,10
PROFILE,9,9,22,4,2,3,3,0,0,0,0,0,1,1,1,0,0,1,1,4,1,0,1,0,0,0,7,0,2.25,3,0,29,621
SETTINGS,5,9,15,4,10,5,2,1,0,0,9,4,0,0,1,0,0,5,2,5,1,0,0,0,0,0,0,0,5.0,5,2,17,304
HOME,5,3,72,0,32,17,0,1,0,0,0,0,1,1,0,1,0,4,2,5,2,0,3,0,0,0,0,0,0.0,0,0,27,1323
SETTINGS,9,8,20,2,17,2,5,1,0,0,13,7,1,1,1,1,0,3,5,5,1,0,2,0,0,0,0,0,14.5,21,0,31,354
SETTINGS,4,6,24,4,9,6,4,0,0,0,11,4,1,1,0,0,0,4,3,4,0,0,1,0,1,1,0,0,5.0,7,1,22,492
REGISTER,7,0,8,1,14,7,4,0,2,1,1,0,0,1,1,1,0,10,2,3,0,12,0,0,0,0,0,1,9.0,12,1,35,237
PRODUCT,2,8,20,1,20,7,1,0,0,0,0,0,0,1,1,0,0,3,2,5,0,0,3,0,0,0,0,5,4.0,5,2,41,1028
PAYMENT,11,1,20,1,10,4,1,0,0,0,1,0,1,0,0,0,0,3,4,4,0,0,0,0,0,11,0,0,13.0,18,1,43,287
HOME,5,3,66,0,30,18,1,0,0,0,0,0,1,1,1,0,0,5,1,5,0,0,2,0,0,0,0,1,0.0,0,2,39,856
ERROR,0,0,3,0,0,5,1,0,0,0,0,1,0,1,1,0,0,5,2,5,0,1,0,0,0,0,1,0,0.0,0,0,5,54
PROFILE,6,5,16,5,5,4,5,0,0,0,1,0,0,1,1,0,0,4,4,4,0,0,0,0,0,0,7,0,1.6,1,1,36,282
PRODUCT,2,4,22,0,12,12,1,0,0,0,1,1,1,1,1,1,0,5,3,3,0,0,0,0,0,0,1,3,0.0,0,3,39,618
